172.191, 129.557, 8.333, 22.550 False
171.774, 129.558, 8.333, 22.600 False
171.358, 129.559, 8.333, 22.650 False
170.941, 129.560, 8.333, 22.700 False
170.524, 129.561, 8.333, 22.750 False
170.108, 129.562, 8.333, 22.800 False
169.691, 129.563, 8.333, 22.850 False
169.274, 129.564, 8.333, 22.900 False
168.858, 129.565, 8.333, 22.950 False
168.441, 129.566, 8.333, 23.000 False
168.024, 129.567, 8.333, 23.050 False
167.608, 129.567, 8.333, 23.100 False
167.191, 129.568, 8.333, 23.150 False
166.774, 129.568, 8.333, 23.200 False
166.358, 129.569, 8.333, 23.250 False
165.941, 129.569, 8.333, 23.300 False
165.524, 129.570, 8.333, 23.350 False
165.108, 129.570, 8.333, 23.400 False
164.691, 129.569, 8.333, 23.450 False
164.274, 129.568, 8.333, 23.500 False
163.858, 129.568, 8.333, 23.550 False
163.441, 129.567, 8.333, 23.600 False
163.024, 129.567, 8.333, 23.650 False
162.608, 129.566, 8.333, 23.700 False
162.191, 129.565, 8.333, 23.750 False
161.775, 129.565, 8.321, 23.800 False
161.361, 129.564, 8.246, 23.850 False
160.954, 129.563, 8.102, 23.900 False
160.557, 129.562, 7.909, 23.950 False
160.170, 129.562, 7.683, 24.000 False
159.796, 129.561, 7.434, 24.050 False
159.434, 129.560, 7.193, 24.100 False
159.083, 129.559, 6.968, 24.150 False
158.742, 129.558, 6.778, 24.200 False
158.409, 129.556, 6.616, 24.250 False
158.082, 129.555, 6.476, 24.300 False
157.763, 129.553, 6.351, 24.350 False
157.449, 129.552, 6.234, 24.400 False
157.140, 129.551, 6.126, 24.450 False
156.837, 129.549, 6.022, 24.500 False
156.538, 129.548, 5.931, 24.550 False
156.245, 129.547, 5.836, 24.600 False
155.956, 129.546, 5.746, 24.650 False
155.671, 129.544, 5.655, 24.700 False
155.391, 129.543, 5.570, 24.750 False
155.115, 129.542, 5.485, 24.800 False
154.843, 129.541, 5.410, 24.850 False
154.575, 129.540, 5.341, 24.900 False
154.309, 129.538, 5.290, 24.950 False
154.045, 129.537, 5.261, 25.000 False
153.782, 129.536, 5.253, 25.050 False
153.518, 129.535, 5.276, 25.100 False
153.251, 129.533, 5.322, 25.150 False
152.982, 129.532, 5.396, 25.200 False
152.709, 129.531, 5.475, 25.250 False
152.432, 129.530, 5.542, 25.300 False
152.152, 129.529, 5.588, 25.350 False
151.872, 129.527, 5.614, 25.400 False
151.591, 129.526, 5.624, 25.450 False
151.310, 129.525, 5.622, 25.500 False
151.029, 129.523, 5.613, 25.550 False
150.749, 129.522, 5.597, 25.600 False
150.470, 129.521, 5.577, 25.650 False
150.193, 129.520, 5.550, 25.700 False
149.916, 129.519, 5.520, 25.750 False
149.642, 129.517, 5.484, 25.800 False
149.369, 129.516, 5.447, 25.850 False
149.098, 129.515, 5.405, 25.900 False
148.830, 129.514, 5.366, 25.950 False
148.563, 129.513, 5.329, 26.000 False
148.297, 129.512, 5.305, 26.050 False
148.032, 129.510, 5.300, 26.100 False
147.767, 129.509, 5.315, 26.150 False
147.499, 129.508, 5.361, 26.200 False
147.228, 129.507, 5.428, 26.250 False
146.953, 129.506, 5.519, 26.300 False
146.673, 129.505, 5.608, 26.350 False
146.390, 129.504, 5.679, 26.400 False
146.104, 129.503, 5.725, 26.450 False
145.817, 129.501, 5.750, 26.500 False
145.529, 129.500, 5.760, 26.550 False
145.241, 129.499, 5.758, 26.600 False
144.954, 129.498, 5.749, 26.650 False
144.668, 129.497, 5.732, 26.700 False
144.382, 129.496, 5.711, 26.750 False
144.098, 129.495, 5.682, 26.800 False
143.815, 129.494, 5.651, 26.850 False
143.534, 129.493, 5.612, 26.900 False
143.255, 129.492, 5.573, 26.950 False
142.978, 129.491, 5.530, 27.000 False
142.703, 129.490, 5.489, 27.050 False
142.431, 129.489, 5.449, 27.100 False
142.159, 129.488, 5.423, 27.150 False
141.888, 129.487, 5.417, 27.200 False
141.617, 129.486, 5.430, 27.250 False
141.343, 129.485, 5.473, 27.300 False
141.067, 129.485, 5.537, 27.350 False
140.787, 129.484, 5.624, 27.400 False
140.502, 129.483, 5.708, 27.450 False
140.214, 129.482, 5.776, 27.500 False
139.923, 129.481, 5.819, 27.550 False
139.631, 129.480, 5.841, 27.600 False
139.339, 129.479, 5.848, 27.650 False
139.047, 129.479, 5.843, 27.700 False
138.756, 129.478, 5.831, 27.750 False
138.465, 129.477, 5.812, 27.800 False
138.176, 129.476, 5.789, 27.850 False
137.888, 129.476, 5.757, 27.900 False
137.601, 129.475, 5.723, 27.950 False
137.317, 129.474, 5.682, 28.000 False
137.034, 129.474, 5.641, 28.050 False
136.754, 129.473, 5.594, 28.100 False
136.476, 129.472, 5.551, 28.150 False
136.200, 129.472, 5.508, 28.200 False
135.926, 129.471, 5.481, 28.250 False
135.652, 129.470, 5.473, 28.300 False
135.378, 129.470, 5.485, 28.350 False
135.102, 129.469, 5.527, 28.400 False
134.823, 129.469, 5.589, 28.450 False
134.540, 129.468, 5.679, 28.500 False
134.252, 129.468, 5.764, 28.550 False
133.961, 129.467, 5.823, 28.600 False
133.670, 129.467, 5.833, 28.650 False
133.380, 129.466, 5.783, 28.700 False
133.095, 129.466, 5.690, 28.750 False
132.815, 129.465, 5.559, 28.800 False
132.544, 129.465, 5.396, 28.850 False
132.282, 129.465, 5.207, 28.900 False
132.030, 129.464, 4.997, 28.950 False
131.789, 129.464, 4.763, 29.000 False
131.560, 129.464, 4.525, 29.050 False
131.343, 129.464, 4.299, 29.100 False
131.135, 129.464, 4.091, 29.150 False
130.938, 129.464, 3.893, 29.200 False
130.750, 129.464, 3.715, 29.250 False
130.570, 129.464, 3.539, 29.300 False
130.398, 129.464, 3.388, 29.350 False
130.234, 129.465, 3.226, 29.400 False
130.077, 129.465, 3.084, 29.450 False
129.928, 129.465, 2.939, 29.500 False
129.785, 129.465, 2.794, 29.550 False
129.650, 129.466, 2.653, 29.600 False
129.522, 129.466, 2.516, 29.650 False
129.400, 129.466, 2.384, 29.700 False
129.285, 129.467, 2.258, 29.750 False
129.176, 129.467, 2.137, 29.800 False
129.073, 129.467, 2.022, 29.850 False
128.975, 129.468, 1.913, 29.900 False
128.883, 129.468, 1.810, 29.950 False
128.795, 129.468, 1.711, 30.000 False
128.712, 129.469, 1.618, 30.050 False
128.634, 129.469, 1.531, 30.100 False
128.560, 129.469, 1.447, 30.150 False
128.490, 129.471, 1.367, 30.200 False
128.424, 129.471, 1.293, 30.250 False
128.361, 129.472, 1.223, 30.300 False
128.302, 129.472, 1.157, 30.350 False
128.246, 129.472, 1.094, 30.400 False
128.193, 129.472, 1.034, 30.450 False
128.143, 129.473, 0.978, 30.500 False
128.096, 129.473, 0.925, 30.550 False
128.051, 129.473, 0.874, 30.600 False
128.009, 129.473, 0.827, 30.650 False
127.969, 129.473, 0.782, 30.700 False
127.931, 129.473, 0.739, 30.750 False
127.895, 129.474, 0.699, 30.800 False
127.861, 129.474, 0.661, 30.850 False
127.829, 129.474, 0.625, 30.900 False
127.799, 129.474, 0.591, 30.950 False
127.770, 129.474, 0.559, 31.000 False
127.743, 129.474, 0.529, 31.050 False
127.719, 129.474, 0.461, 31.100 False
127.699, 129.474, 0.394, 31.150 False
127.681, 129.474, 0.348, 31.200 False
127.664, 129.474, 0.319, 31.250 False
127.647, 129.474, 0.340, 31.300 False
127.629, 129.475, 0.344, 31.350 False
127.609, 129.475, 0.421, 31.400 False
127.584, 129.475, 0.517, 31.450 False
127.554, 129.475, 0.582, 31.500 False
127.513, 129.475, 0.900, 31.550 False
127.456, 129.475, 1.205, 31.600 False
127.385, 129.475, 1.463, 31.650 False
127.302, 129.476, 1.687, 31.700 False
127.210, 129.476, 1.914, 31.750 False
127.105, 129.474, 2.145, 31.800 False
126.990, 129.474, 2.380, 31.850 False
126.862, 129.474, 2.618, 31.900 False
126.723, 129.474, 2.859, 31.950 False
126.571, 129.475, 3.101, 32.000 False
126.408, 129.475, 3.344, 32.050 False
126.232, 129.475, 3.586, 32.100 False
126.044, 129.475, 3.828, 32.150 False
125.845, 129.476, 4.067, 32.200 False
125.633, 129.476, 4.305, 32.250 False
125.410, 129.477, 4.542, 32.300 False
125.175, 129.477, 4.773, 32.350 False
124.929, 129.477, 4.990, 32.400 False
124.673, 129.478, 5.186, 32.450 False
124.409, 129.478, 5.349, 32.500 False
124.137, 129.479, 5.482, 32.550 False
123.860, 129.479, 5.588, 32.600 False
123.579, 129.480, 5.669, 32.650 False
123.295, 129.480, 5.727, 32.700 False
123.008, 129.481, 5.768, 32.750 False
122.720, 129.481, 5.789, 32.800 False
122.431, 129.482, 5.784, 32.850 False
122.144, 129.482, 5.766, 32.900 False
121.857, 129.483, 5.745, 32.950 False
121.571, 129.483, 5.727, 33.000 False
121.286, 129.483, 5.707, 33.050 False
121.002, 129.484, 5.689, 33.100 False
120.719, 129.484, 5.675, 33.150 False
120.435, 129.485, 5.678, 33.200 False
120.151, 129.483, 5.694, 33.250 False
